StudentID,Gender,ParentalBackground,ExtracurricularActivities,PreviousGPA,Attendance,SelfStudy,StudyHours,CurrentGPA
15946063,Male,High School,Yes,2.2,85.55,Yes,12,2.09
12720008,Female,Associate's,No,3.53,84.59,No,24,3.93
13825521,Female,Doctorate,Yes,2.42,75.15,No,14,2.62
10892176,Male,Master's,Yes,2.6,97.47,Yes,8,2.98
11294370,Female,Bachelor's,No,3.81,79.06,No,22,3.69
15713146,Female,Bachelor's,No,3.54,98.4,No,14,3.19
6838465,Male,High School,No,3.05,99.1,Yes,23,3.1
12218102,Female,Doctorate,No,2.3,90.58,Yes,9,3.48
1852218,Female,Bachelor's,No,2.37,86.95,No,20,1.83
6339885,Female,Associate's,No,3.53,82.64,Yes,14,3.79
3881891,Female,Bachelor's,Yes,3.54,99.98,No,7,3.64
16097492,Male,Master's,No,3.12,76.48,No,19,2.61
8765406,Male,Doctorate,Yes,2.14,85.16,Yes,18,1.84
3664902,Male,Doctorate,Yes,3.8,81.07,Yes,7,3.44
6519111,Male,High School,Yes,3.58,79.69,Yes,23,3.93
1818635,Male,Master's,Yes,2.46,94.84,Yes,12,3.15
15873471,Female,Master's,No,2.8,77.64,No,18,2.56
4637595,Male,Bachelor's,Yes,3.29,93.8,No,22,3.27
12994407,Female,Associate's,Yes,3.61,96.01,Yes,15,3.81
12448329,Male,High School,Yes,2.96,97.25,No,20,3.72
485260,Female,High School,No,2.53,97.89,No,16,2.68
8712838,Female,Master's,No,3.5,87.31,Yes,13,2.67
7652641,Male,Associate's,Yes,2.28,83.96,No,18,2.32
7628787,Female,High School,Yes,3.8,90.69,Yes,24,2.76
231339,Female,Doctorate,Yes,2.88,97.15,No,24,3.34
1060319,Male,Associate's,Yes,3.51,79.41,Yes,24,3.22
6812930,Male,High School,No,2.55,77.43,No,6,3.05
10401529,Male,Doctorate,No,3.91,86.25,No,7,3.99
8794618,Male,Master's,No,3.84,82.56,No,10,3.83
8280316,Female,Associate's,Yes,3.31,81.59,No,10,2.89
10274210,Male,Master's,Yes,2.72,80.32,Yes,18,2.6
2218012,Female,High School,No,2.68,97.81,No,22,3.77
5037195,Male,Bachelor's,No,3.96,96.97,Yes,19,3.88
4526037,Female,Associate's,No,3.74,97.8,No,20,3.48
14559110,Male,Master's,Yes,3.04,87.88,No,23,3.1
3720034,Female,Bachelor's,Yes,2.43,93.72,Yes,21,2.37
3381958,Male,High School,No,3.53,81.05,Yes,25,3.65
15672270,Male,Bachelor's,No,2.38,87.82,No,8,1.86
7708896,Female,Master's,No,2.46,82.13,No,22,1.9
1881544,Male,Master's,No,2.27,79.59,Yes,23,2.08
10150053,Male,Master's,Yes,3.87,82.94,No,6,3.74
6232764,Female,High School,No,3.22,86.36,No,25,3.91
5580347,Female,Bachelor's,Yes,3.66,94.29,Yes,9,3.34
10622541,Female,Bachelor's,No,3.36,79.2,Yes,7,3.72
16341800,Male,Doctorate,No,3.48,80.27,No,25,3.13
2387166,Female,High School,Yes,2.77,96.66,Yes,9,3.07
5120976,Female,Bachelor's,No,3.35,79.31,No,10,2.94
7532134,Male,Bachelor's,Yes,2.83,97.09,No,17,1.96
16014123,Male,High School,No,3.7,82.15,Yes,10,3.87
2207831,Female,High School,Yes,3.82,88.32,Yes,14,3.44
1642513,Male,Master's,No,2.78,88.91,Yes,12,2.08
12623435,Female,High School,No,3.26,81.88,Yes,24,3.04
2361440,Female,Master's,Yes,3.11,90.38,No,17,3.2
2588515,Male,Master's,Yes,3.48,88.62,No,18,3.85
3981827,Male,Bachelor's,Yes,2.99,75.77,Yes,9,3.57
11319404,Female,Bachelor's,No,2.71,90.48,No,8,3.03
25085,Female,Associate's,No,3.6,91.03,Yes,15,2.76
12562387,Female,Master's,Yes,3.8,91.61,No,13,3.75
14189440,Male,Associate's,Yes,2.05,95.43,Yes,18,1.92
15439191,Female,Associate's,Yes,2.91,92.9,No,12,3.43
10139895,Male,Doctorate,No,3.14,88.36,Yes,10,3.02
921811,Male,Master's,No,2.07,94.27,Yes,6,1.79
14404197,Female,Master's,Yes,2.67,99.64,No,13,2.65
1507849,Female,Doctorate,Yes,3.41,76.82,Yes,23,3.57
13060261,Male,Bachelor's,No,2.36,85.59,No,22,3.65
2694227,Male,Bachelor's,No,2.76,86.38,Yes,23,3.5
14733806,Female,Associate's,No,2.63,76.12,No,19,2.69
2177069,Female,Associate's,No,2.31,83.46,No,24,2.5
1121981,Female,Master's,Yes,3.61,75.23,No,6,1.95
16557414,Female,Bachelor's,No,3.61,83.28,Yes,25,3.99
1295706,Female,High School,No,2.47,87.08,No,14,2.34
9895961,Male,Bachelor's,Yes,2.98,87.72,Yes,9,2.56
5625502,Male,Bachelor's,Yes,2.85,78.3,Yes,8,2.18
7841491,Female,Doctorate,No,2.45,97.81,Yes,9,2.27
5520381,Male,Master's,Yes,2.86,81.86,No,7,2.94
6524504,Female,Associate's,No,2.92,83.3,Yes,23,2.42
3823577,Female,Master's,No,3.97,84.32,No,21,3.79
5855563,Male,Master's,Yes,2.59,94.17,No,17,2.49
5380076,Male,Bachelor's,Yes,3.03,96.33,No,17,3.8
4256977,Male,Bachelor's,Yes,2.5,96.45,Yes,25,2.73
9012395,Male,Master's,Yes,3.83,93.29,No,13,3.52
12445417,Male,Doctorate,No,2.23,82.68,Yes,21,3.08
3493893,Male,High School,Yes,2.59,98.45,No,20,3.33
7099389,Female,Doctorate,No,3.05,85.57,Yes,17,2.31
3213936,Male,Bachelor's,No,2.41,99.04,No,21,3.44
5833628,Female,Bachelor's,Yes,2.33,96.44,Yes,18,2.08
14490047,Female,Master's,No,2.17,93.32,No,18,1.66
2797158,Male,Doctorate,No,3.78,78.08,No,16,3.9
52595,Male,Doctorate,No,3.96,93.38,No,18,4.0
4812131,Male,High School,No,2.51,95.14,Yes,6,3.27
13022734,Female,High School,Yes,2.13,75.21,Yes,11,2.62
5177421,Female,Doctorate,No,3.19,82.4,Yes,17,3.81
4257663,Male,High School,Yes,2.49,89.53,Yes,23,2.78
588230,Male,Bachelor's,Yes,2.42,78.9,No,22,2.85
1750774,Female,Master's,Yes,2.92,94.57,No,23,3.04
9266942,Male,Bachelor's,No,2.53,79.98,Yes,10,2.66
16723337,Male,Bachelor's,Yes,3.28,88.62,Yes,6,3.12
13109259,Male,Doctorate,No,3.98,77.01,No,6,3.99
16046928,Female,Master's,No,2.89,94.81,No,24,2.76
13361221,Female,Associate's,Yes,3.93,89.42,No,11,3.95
15759539,Female,Doctorate,Yes,2.71,84.39,Yes,11,1.91
1930066,Female,Master's,No,2.82,90.49,Yes,6,3.53
10604384,Female,High School,Yes,3.88,92.34,Yes,25,3.99
10387890,Female,Bachelor's,Yes,2.1,83.83,No,17,2.16
10544067,Female,High School,Yes,2.42,83.48,No,9,1.92
4599960,Female,Associate's,No,2.05,92.67,No,12,2.29
10853760,Female,Associate's,Yes,3.64,86.65,Yes,9,2.77
1980486,Male,Doctorate,No,2.3,93.96,No,21,2.49
15388041,Female,High School,No,3.08,93.89,No,16,3.23
14906107,Female,High School,No,2.38,77.98,Yes,15,2.55
16762830,Female,High School,No,2.56,85.22,No,21,3.0
14006695,Male,Master's,No,2.76,82.62,No,14,2.98
6183194,Female,Doctorate,No,3.28,75.76,Yes,17,3.62
6032625,Female,Associate's,No,3.16,75.9,Yes,25,2.83
5724812,Female,High School,Yes,2.06,87.81,No,17,2.35
13753185,Male,Bachelor's,No,3.19,75.5,No,13,2.87
11296700,Female,Doctorate,No,3.04,90.81,No,25,3.57
12015913,Female,High School,Yes,3.79,87.11,Yes,19,3.89
1910326,Female,Master's,Yes,3.44,90.91,Yes,25,3.55
2397028,Female,Doctorate,Yes,3.73,75.88,No,8,3.16
8448058,Male,Master's,No,2.05,84.65,No,17,2.12
11659356,Male,High School,No,3.95,82.12,No,11,3.64
3453359,Male,Master's,No,3.83,86.58,Yes,8,3.77
432476,Female,Doctorate,Yes,3.64,86.66,No,22,3.92
5446363,Female,Master's,Yes,2.46,81.64,No,14,3.19
7213395,Female,Doctorate,No,2.38,90.28,No,19,3.01
11216422,Male,Associate's,Yes,2.62,80.81,Yes,11,3.26
4121547,Male,Associate's,Yes,3.55,95.12,No,16,3.82
12928943,Male,Associate's,Yes,2.33,78.42,Yes,21,1.78
14074960,Female,Doctorate,No,3.06,89.89,Yes,15,3.01
7644099,Male,Doctorate,No,2.5,81.94,No,12,3.24
7674363,Female,High School,Yes,3.0,86.78,Yes,11,2.88
11002261,Female,High School,No,2.9,75.9,Yes,9,1.98
3411606,Female,Associate's,Yes,2.89,91.31,Yes,9,3.64
5622710,Female,High School,Yes,2.02,77.64,No,17,1.62
10322966,Male,High School,No,2.13,96.48,Yes,11,3.15
3637731,Male,Bachelor's,Yes,2.67,94.68,Yes,17,2.29
892868,Female,Doctorate,No,3.46,78.09,No,10,3.5
4107314,Female,Doctorate,Yes,2.02,91.87,No,17,1.9
8876523,Male,Associate's,No,2.43,97.22,No,13,2.3
8863459,Male,Doctorate,Yes,3.58,75.36,No,23,3.81
10871066,Male,High School,No,3.21,88.29,Yes,11,3.36
15067176,Female,Master's,No,3.75,96.71,No,7,3.76
2160823,Male,Master's,No,2.46,85.37,Yes,17,3.15
11086761,Male,Master's,No,2.93,88.07,No,24,3.66
9781654,Female,Bachelor's,No,2.66,82.79,No,11,2.19
8717278,Female,Bachelor's,No,2.1,88.95,Yes,8,2.44
15407072,Male,High School,No,2.53,83.18,No,12,3.28
1589916,Male,Bachelor's,Yes,2.05,99.22,Yes,16,1.7
12588695,Female,Master's,Yes,2.68,99.22,Yes,20,2.32
14006490,Female,High School,Yes,4.0,80.63,No,12,3.99
2806971,Male,Doctorate,Yes,2.38,92.41,No,20,2.43
4413349,Female,Doctorate,No,2.71,80.54,Yes,13,2.31
3483841,Male,Doctorate,No,2.64,80.8,No,17,2.91
12783349,Male,Associate's,No,2.08,84.98,Yes,22,2.36
6025777,Female,Master's,Yes,3.19,83.83,No,20,3.23
4514814,Female,Bachelor's,Yes,2.32,88.13,Yes,11,2.5
13303829,Female,Doctorate,No,3.86,78.09,No,12,3.71
8466955,Male,High School,No,3.24,81.24,Yes,20,3.52
5693984,Male,Doctorate,Yes,2.25,99.94,No,20,3.26
6782858,Female,Associate's,Yes,2.24,87.34,Yes,12,1.84
10042660,Male,Master's,No,2.03,87.57,No,8,1.98
9821920,Male,Doctorate,No,2.42,93.51,Yes,15,2.1
13626598,Female,High School,Yes,3.55,95.57,No,23,3.94
3916581,Male,Master's,No,3.92,75.12,Yes,19,3.93
7718909,Male,High School,Yes,2.61,88.2,No,10,2.91
1853885,Female,High School,No,3.91,86.06,Yes,22,3.85
6012599,Male,Bachelor's,Yes,3.35,80.83,Yes,24,3.6
10073274,Female,Bachelor's,Yes,2.42,75.38,Yes,16,2.16
13139136,Male,Doctorate,No,2.99,91.16,Yes,11,2.57
793394,Female,Associate's,Yes,3.6,84.5,Yes,13,3.92
14279845,Female,Bachelor's,No,2.22,79.61,No,24,2.51
13494900,Male,Associate's,Yes,3.79,86.34,Yes,25,3.53
5509485,Male,Bachelor's,Yes,3.23,78.31,No,6,2.04
4367339,Female,Doctorate,No,2.09,75.11,Yes,13,2.29
2898333,Male,High School,Yes,3.42,96.86,Yes,16,3.66
14491852,Male,Master's,Yes,2.68,92.61,No,24,3.78
15516992,Male,High School,Yes,3.62,91.66,Yes,13,3.93
10309813,Male,Doctorate,Yes,3.2,95.96,No,8,3.75
12400614,Male,Master's,Yes,2.49,83.6,Yes,6,2.67
12221042,Female,Bachelor's,No,2.03,84.75,No,8,2.01
11435785,Male,High School,Yes,3.09,89.92,No,21,3.67
10041452,Male,Doctorate,Yes,2.87,83.29,No,13,3.6
4001604,Female,High School,Yes,3.48,80.44,Yes,14,3.2
5426781,Male,High School,No,2.91,87.1,Yes,6,3.05
63901,Male,Bachelor's,No,3.16,79.3,No,22,2.28
2972547,Female,High School,No,3.17,98.22,No,25,3.47
11649491,Female,Bachelor's,No,3.0,82.7,Yes,14,3.16
6065241,Female,Doctorate,No,3.92,97.74,No,21,3.93
7086145,Male,High School,No,3.72,75.8,Yes,20,3.7
10181266,Male,Doctorate,Yes,3.38,89.54,Yes,7,3.25
7982450,Male,Associate's,No,2.43,81.13,No,23,2.18
14839950,Male,Associate's,Yes,3.06,80.46,Yes,13,3.28
176219,Female,Associate's,Yes,3.17,75.76,Yes,22,2.17
8460698,Male,Doctorate,Yes,2.72,89.56,Yes,17,1.89
9427843,Female,Associate's,No,3.16,95.58,Yes,14,2.93
16515773,Male,Master's,No,2.44,94.91,Yes,14,2.45
4121827,Female,Master's,Yes,3.83,99.04,No,5,3.87
7710415,Female,Doctorate,Yes,3.39,99.19,No,17,3.5
4015847,Female,Associate's,No,2.38,75.02,No,13,2.27
1462477,Female,Associate's,Yes,3.43,90.1,Yes,22,3.28
16175464,Female,Doctorate,Yes,2.96,75.4,Yes,20,2.85
6459669,Female,Bachelor's,Yes,2.35,97.94,Yes,6,3.2
13641909,Female,High School,No,2.75,95.0,Yes,18,3.81
5693635,Male,Master's,Yes,3.14,95.96,Yes,18,2.15
3033415,Male,Bachelor's,No,2.44,75.27,Yes,17,3.31
7603597,Female,Associate's,No,3.67,88.62,No,24,2.74
3961005,Male,Associate's,No,3.85,88.13,Yes,12,3.82
1606992,Female,Doctorate,No,3.58,75.94,Yes,25,2.95
5752463,Female,Master's,No,3.37,99.11,No,17,2.39
15094621,Female,Doctorate,No,2.48,97.36,No,12,2.4
11622196,Female,High School,No,2.19,80.54,Yes,17,2.64
11492159,Male,Bachelor's,No,3.25,86.84,Yes,19,3.67
14474996,Male,Associate's,Yes,2.76,75.97,No,7,3.12
1108764,Male,Bachelor's,No,2.53,91.77,No,23,2.16
10339160,Male,Bachelor's,No,2.33,84.43,No,6,3.43
7099114,Male,Master's,No,3.38,76.05,Yes,21,2.86
11568758,Female,Associate's,No,2.87,96.28,Yes,15,2.26
13778119,Male,High School,Yes,3.47,85.88,No,9,3.78
7390372,Male,Master's,No,2.37,77.27,No,11,1.97
8674468,Female,Doctorate,Yes,3.71,75.25,No,14,3.32
9401658,Female,Doctorate,Yes,3.27,75.61,Yes,18,3.02
4607906,Female,Master's,No,2.08,83.93,Yes,20,1.93
7530626,Female,Doctorate,No,3.91,85.19,Yes,15,3.91
2797042,Male,Doctorate,Yes,3.69,93.58,No,6,2.15
9515828,Female,High School,Yes,2.63,82.66,Yes,7,2.6
12980697,Female,High School,Yes,3.28,97.89,Yes,12,2.63
7027926,Male,Bachelor's,Yes,3.71,92.54,Yes,14,3.59
11877088,Female,High School,Yes,2.47,82.13,No,24,3.31
8261649,Female,Associate's,No,2.54,83.48,No,7,2.24
1758561,Male,High School,Yes,3.36,92.04,Yes,25,2.61
7967858,Male,High School,Yes,3.97,93.96,Yes,6,3.72
8552357,Male,Bachelor's,No,2.92,89.02,Yes,7,3.22
6486537,Female,Associate's,Yes,2.87,78.55,No,20,2.95
1811393,Male,Doctorate,Yes,2.75,81.18,Yes,15,2.96
3857286,Male,Master's,Yes,3.78,95.01,Yes,15,3.84
11190162,Male,Associate's,No,2.07,75.38,Yes,11,1.96
12046337,Female,Master's,No,2.83,99.83,No,21,3.34
8459675,Female,Associate's,No,3.15,83.47,Yes,9,2.01
6118071,Male,Associate's,Yes,3.4,93.1,Yes,12,3.8
4261876,Female,Master's,No,2.69,96.8,No,25,3.07
5831689,Female,Bachelor's,Yes,2.1,78.54,No,7,1.75
15866316,Male,Bachelor's,Yes,2.25,76.79,Yes,7,2.87
8793148,Male,Master's,No,2.9,88.33,No,12,3.81
15890108,Male,Bachelor's,Yes,3.55,94.57,No,6,3.46
10076733,Female,Associate's,Yes,2.82,89.54,Yes,11,2.76
13569729,Male,Doctorate,No,3.9,88.34,No,15,3.77
2605987,Male,High School,No,2.54,77.22,No,13,2.97
6521808,Male,High School,No,2.46,94.6,No,7,2.74
4234952,Male,Associate's,Yes,2.23,97.26,No,6,2.24
11471293,Male,Doctorate,No,2.14,87.27,Yes,21,2.14
11570653,Male,High School,Yes,3.83,88.74,Yes,16,3.79
245000,Female,Associate's,No,2.44,81.37,No,16,2.85
3245949,Female,Bachelor's,Yes,3.48,79.44,No,10,2.99
4862694,Female,Doctorate,No,3.87,94.13,No,20,2.99
11516464,Male,High School,Yes,2.06,99.03,No,21,1.67
13641919,Female,Master's,Yes,2.18,98.49,No,10,2.27
2175344,Female,Doctorate,No,3.57,75.87,Yes,11,2.47
2509788,Male,High School,Yes,3.88,89.99,Yes,15,3.36
922383,Male,Doctorate,No,3.15,86.96,No,22,3.46
1375415,Female,Master's,Yes,3.62,76.29,No,17,3.1
10766376,Female,Doctorate,No,2.23,91.09,No,20,3.03
14365503,Male,Doctorate,Yes,2.83,92.05,Yes,21,3.48
5158543,Male,High School,Yes,2.35,82.62,Yes,14,2.35
12001830,Male,Bachelor's,No,3.27,85.72,No,6,2.76
1864518,Female,High School,Yes,3.18,76.89,No,21,2.88
12519885,Male,Doctorate,No,2.38,93.65,No,24,2.22
10011248,Male,Doctorate,No,3.72,81.13,No,15,3.89
8650503,Female,Bachelor's,No,2.97,88.41,Yes,6,3.07
14209484,Female,Doctorate,Yes,2.09,79.93,Yes,20,2.44
7289,Male,Associate's,No,2.04,77.48,Yes,6,1.81
10896641,Female,Bachelor's,No,2.17,89.69,Yes,11,2.27
11841264,Male,Master's,No,3.77,91.73,No,17,3.26
12702628,Male,Bachelor's,Yes,2.44,80.23,Yes,10,2.78
8299321,Female,Bachelor's,No,3.15,87.78,No,18,3.61
4810725,Female,Associate's,No,3.49,77.33,Yes,24,2.38
7629141,Female,High School,Yes,3.18,85.99,Yes,20,3.91
3764099,Female,Doctorate,No,3.13,98.13,Yes,6,2.47
1470574,Male,Doctorate,No,2.59,91.56,Yes,9,3.49
8299428,Female,Doctorate,No,3.67,75.42,No,20,3.92
15914423,Male,Bachelor's,No,3.55,87.67,Yes,8,3.7
6935186,Male,High School,Yes,3.61,94.48,Yes,25,3.59
16595200,Female,Doctorate,No,2.55,78.22,Yes,7,2.95
6755335,Male,Doctorate,No,3.08,80.07,No,14,3.88
14778030,Female,High School,Yes,3.94,75.62,Yes,13,3.57
4681908,Male,Associate's,No,2.64,91.46,Yes,19,3.68
14246076,Male,Associate's,No,3.91,79.06,Yes,11,3.97
13029620,Female,High School,No,2.91,84.0,Yes,21,2.19
15330709,Male,Bachelor's,Yes,3.81,89.85,Yes,20,3.93
1678559,Male,High School,No,2.53,92.76,No,10,2.9
2221200,Female,High School,Yes,3.7,80.53,No,6,3.96
8261431,Female,Master's,Yes,2.34,93.52,No,19,2.26
1167442,Male,Doctorate,No,3.1,92.49,Yes,22,2.67
12901620,Male,Master's,Yes,3.39,85.52,No,24,2.99
3955084,Female,Master's,Yes,2.21,80.73,No,23,3.19
16316267,Female,Bachelor's,Yes,3.64,92.6,No,6,2.66
8137161,Female,Associate's,Yes,3.88,91.49,Yes,14,3.09
6014897,Female,High School,Yes,3.15,93.66,Yes,23,2.8
5826281,Female,Master's,Yes,2.09,76.13,Yes,17,1.91
2942192,Female,High School,Yes,2.66,80.89,No,20,3.38
12907776,Male,Doctorate,Yes,2.71,84.76,Yes,25,3.67
896810,Male,Associate's,No,3.67,89.26,Yes,6,3.78
5730665,Male,High School,Yes,3.81,94.36,No,24,3.96
7583160,Male,Master's,No,3.4,75.8,Yes,11,3.32
4793671,Female,High School,No,3.78,76.57,Yes,24,3.36
6558301,Male,Doctorate,No,2.8,75.27,Yes,18,2.38
12243188,Male,Master's,Yes,3.25,84.69,No,12,3.59
10658252,Female,Associate's,Yes,2.75,91.04,No,21,3.35
12974306,Male,Associate's,No,3.37,75.23,Yes,8,3.03
15209399,Female,High School,No,3.28,97.39,Yes,18,3.85
11118221,Female,Associate's,No,3.67,92.89,No,9,3.48
15549164,Male,Master's,Yes,2.16,87.4,Yes,17,2.39
1889495,Male,Bachelor's,No,2.2,83.79,No,23,1.92
10480376,Male,Master's,Yes,3.77,90.13,Yes,17,3.38
1940978,Male,Doctorate,No,3.9,76.07,No,24,3.96
14846287,Female,Associate's,No,3.87,79.27,Yes,12,3.84
849786,Male,Doctorate,No,2.15,85.01,No,21,2.87
9194354,Male,Doctorate,No,2.54,83.41,No,24,3.03
6634858,Female,Bachelor's,No,2.3,87.83,Yes,25,1.95
2022127,Female,Associate's,No,2.59,96.65,Yes,9,1.83
11675876,Female,High School,No,2.21,77.31,No,21,2.47
9631375,Male,Doctorate,No,2.76,92.43,Yes,23,2.14
14742077,Female,High School,Yes,3.83,92.08,Yes,22,3.98
14593879,Male,Bachelor's,Yes,3.51,93.95,No,7,2.9
14280008,Male,Associate's,No,2.71,85.4,Yes,8,2.3
11441390,Female,Master's,Yes,2.47,82.17,No,24,2.0
1605479,Female,Associate's,No,3.11,77.09,No,23,2.91
2740160,Male,Associate's,Yes,3.6,83.96,Yes,24,3.07
16767479,Male,Master's,Yes,3.86,84.9,Yes,24,3.96
8320979,Male,High School,No,3.72,78.06,Yes,18,3.73
65635,Male,Associate's,No,3.11,79.51,No,6,3.54
5407051,Female,Bachelor's,No,3.06,90.76,No,10,3.36
9136975,Female,Bachelor's,No,2.65,85.9,No,25,2.63
14563779,Male,Bachelor's,No,3.62,75.19,Yes,25,3.95
12921413,Female,Master's,Yes,2.19,95.27,No,7,1.8
11748198,Female,Bachelor's,Yes,3.03,75.31,No,6,2.98
2330757,Female,Associate's,No,3.19,91.24,No,7,2.99
2134204,Female,Doctorate,Yes,3.22,79.42,No,13,2.79
9540031,Male,Doctorate,Yes,2.14,89.66,Yes,25,2.69
3597547,Male,Bachelor's,Yes,2.75,98.0,Yes,14,2.34
3580470,Male,High School,Yes,3.79,98.15,No,8,3.88
13845459,Male,Master's,No,3.21,84.35,No,16,2.53
4987895,Male,Doctorate,No,2.4,75.23,No,24,2.65
26760,Female,Master's,No,3.99,80.59,Yes,6,3.99
6506795,Female,High School,Yes,2.38,76.07,No,23,2.84
219604,Female,Bachelor's,Yes,3.4,89.24,No,9,2.8
3627126,Male,Doctorate,Yes,2.52,82.43,No,24,3.02
12206050,Male,Doctorate,No,2.19,97.48,Yes,6,2.14
16735573,Male,Associate's,No,2.21,95.22,No,10,1.94
15558631,Male,Associate's,Yes,2.35,96.2,Yes,24,2.51
10687118,Female,High School,No,3.94,94.26,Yes,6,3.83
7956498,Male,High School,No,3.82,97.69,Yes,23,3.57
12953422,Female,Master's,No,2.77,97.93,No,23,2.37
13120784,Female,High School,Yes,3.95,95.16,Yes,17,3.9
503065,Male,Doctorate,No,2.22,75.74,Yes,6,2.94
16281450,Female,Master's,Yes,2.99,85.11,Yes,12,2.24
3184049,Male,Bachelor's,Yes,3.68,76.55,Yes,6,3.65
2478698,Male,Doctorate,No,2.56,84.74,Yes,12,2.32
6318990,Female,Doctorate,Yes,3.54,93.78,No,18,2.37
8936497,Male,Master's,Yes,2.24,91.68,No,24,3.3
5749058,Female,Associate's,Yes,3.21,87.13,Yes,23,3.46
8546975,Male,Doctorate,Yes,3.64,91.89,No,18,3.7
9463243,Female,Doctorate,Yes,2.16,86.94,Yes,19,1.97
5136319,Female,Associate's,No,2.59,77.84,Yes,22,3.73
8030750,Female,Associate's,No,3.22,75.26,No,9,3.14
14317319,Male,Bachelor's,Yes,3.75,87.09,Yes,10,3.56
15669844,Female,Associate's,No,2.53,93.11,No,19,2.08
3736864,Female,High School,No,3.9,79.02,Yes,15,3.78
15717176,Male,Associate's,Yes,2.93,95.47,No,12,3.42
6781754,Male,Associate's,Yes,2.86,98.55,Yes,7,3.15
5695111,Male,Bachelor's,No,2.29,86.11,Yes,6,2.48
14782311,Female,High School,No,2.91,76.39,Yes,23,2.96
13592774,Female,Doctorate,No,3.43,91.65,Yes,22,3.89
1842936,Male,Bachelor's,No,3.11,85.37,No,20,3.27
2886926,Female,Master's,Yes,3.83,99.85,Yes,7,3.96
16076116,Male,High School,Yes,3.72,89.21,No,23,3.94
7082350,Female,Associate's,Yes,3.51,90.8,Yes,8,3.53
12451452,Female,Bachelor's,No,2.48,80.38,Yes,21,2.99
12564117,Male,Associate's,Yes,3.66,78.39,Yes,21,3.74
10032321,Female,Doctorate,Yes,3.89,80.82,Yes,21,3.9
12052219,Female,Bachelor's,No,3.08,78.99,Yes,18,2.75
2953331,Male,Doctorate,No,2.13,84.32,No,8,1.83
7771761,Female,High School,Yes,2.03,97.38,No,24,2.35
4160777,Male,Associate's,No,2.89,87.11,Yes,19,2.38
1621394,Male,High School,Yes,3.67,96.87,No,22,3.9
4315037,Female,Doctorate,No,3.59,88.64,Yes,17,3.67
10569373,Female,High School,No,3.55,96.52,Yes,13,3.15
2046516,Female,Master's,No,3.56,76.4,No,24,2.41
11663012,Female,Bachelor's,Yes,2.92,89.48,Yes,20,3.91
2721236,Male,Doctorate,No,2.83,97.2,No,9,3.02
4722003,Male,Master's,No,3.04,94.03,Yes,19,2.34
9722541,Male,Doctorate,No,3.64,85.41,No,23,3.41
8890142,Male,Master's,No,3.63,91.82,No,24,3.54
3513225,Male,Bachelor's,No,2.34,87.07,No,20,2.41
10472943,Male,Doctorate,Yes,2.98,80.32,No,9,3.19
7706818,Female,Associate's,Yes,3.38,99.54,No,17,3.91
15666938,Female,Doctorate,Yes,3.82,90.54,No,7,3.8
13716419,Male,High School,Yes,2.35,86.87,No,12,1.92
13443085,Female,High School,Yes,3.51,80.24,Yes,15,3.61
8090760,Male,Bachelor's,No,2.67,81.31,Yes,20,2.65
13769187,Female,High School,Yes,2.71,97.0,No,19,3.2
10427151,Female,Bachelor's,No,3.61,96.46,Yes,6,3.94
2279456,Female,Associate's,No,3.3,96.95,Yes,8,3.57
1520401,Male,Doctorate,No,3.87,93.93,Yes,7,3.85
9148582,Female,Bachelor's,Yes,3.94,95.12,No,8,3.98
1917234,Male,Bachelor's,Yes,3.95,89.48,Yes,25,3.96
14849328,Female,Master's,No,2.51,93.82,No,25,2.59
9009919,Female,Doctorate,No,2.77,79.86,No,15,3.74
6992160,Male,Master's,No,3.68,91.71,No,10,3.48
12071254,Male,Master's,No,3.1,91.36,Yes,21,3.77
15540179,Male,High School,No,3.87,78.15,No,7,2.62
10229721,Male,Master's,Yes,2.1,87.3,No,12,1.62
6820269,Female,High School,No,2.04,82.93,Yes,19,1.8
15347584,Male,High School,No,3.07,88.05,No,17,3.52
3339369,Male,Bachelor's,No,2.71,90.42,No,6,3.02
744393,Female,High School,No,3.75,89.43,Yes,17,3.85
16399934,Female,Doctorate,Yes,3.32,87.52,Yes,23,3.5
9652903,Female,Bachelor's,No,3.07,81.47,No,9,1.97
3397957,Male,High School,Yes,3.45,81.88,No,8,2.44
15770601,Male,Associate's,No,3.3,75.29,No,15,3.06
7710957,Female,Master's,No,3.22,99.03,No,15,2.48
13186150,Male,Associate's,No,2.48,92.53,No,17,2.99
5175848,Female,Master's,Yes,3.74,80.76,No,17,3.93
13883974,Male,Master's,Yes,2.59,94.75,Yes,7,2.65
10193884,Female,Bachelor's,Yes,2.26,99.96,Yes,11,2.6
3110137,Male,Associate's,Yes,3.75,92.72,Yes,6,3.37
10856516,Female,Bachelor's,No,3.32,91.15,Yes,16,3.0
7011529,Female,Doctorate,No,2.88,90.5,No,12,2.96
10790542,Male,High School,No,3.16,85.78,No,12,2.92
181379,Female,Doctorate,No,3.6,82.34,Yes,18,3.82
5193429,Female,Bachelor's,No,2.06,85.08,No,7,1.83
15085822,Male,Master's,Yes,2.43,83.78,Yes,8,2.72
14373975,Female,High School,No,3.58,98.84,No,13,3.04
16065529,Female,Associate's,No,3.33,78.23,Yes,15,2.43
12677839,Male,Doctorate,No,3.06,78.2,Yes,6,3.78
5087530,Female,High School,No,3.06,84.12,No,14,2.13
496531,Male,Bachelor's,Yes,2.26,87.52,No,24,3.28
